"resource","consumer","res.n","res.m","res.phylum","res.class","res.order","res.family","res.genus","con.n","con.m","con.phylum","con.class","con.order","con.family","con.genus","res.method","con.method","N.records","linkevidence","source.id"
"Acari","Acari",4.500450045,0.1,"Arthropoda","Arachnida",,,,4.500450045,0.1,"Arthropoda","Arachnida",,,,"exact","exact",16,"source","Matthew D Green"
"Baetis","Calineuria",148.5148515,0.712555345,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis",4.500450045,82.42323092,"Arthropoda","Insecta","Plecoptera","Perlidae","Calineuria","exact","genus",1,"source","Matthew D Green"
"Baetis","Hydropsyche",148.5148515,0.712555345,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis",4.500450045,5.40467727,"Arthropoda","Insecta","Trichoptera","Hydropsychidae","Hydropsyche","exact","exact",35,"source","Matthew D Green"
"Baetis","Rhyacophila",148.5148515,0.712555345,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis",13.50135014,5.337910712,"Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila","exact","exact",4,"source","Matthew D Green"
"Calineuria","Rhyacophila",4.500450045,82.42323092,"Arthropoda","Insecta","Plecoptera","Perlidae","Calineuria",13.50135014,5.337910712,"Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila","family","genus",2,"source","Matthew D Green"
"Callibaetis","Calineuria",31.50315032,3.974439309,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Callibaetis",4.500450045,82.42323092,"Arthropoda","Insecta","Plecoptera","Perlidae","Calineuria","family","genus",1,"source","Matthew D Green"
"Callibaetis","Hydropsyche",31.50315032,3.974439309,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Callibaetis",4.500450045,5.40467727,"Arthropoda","Insecta","Trichoptera","Hydropsychidae","Hydropsyche","family","exact",35,"source","Matthew D Green"
"Callibaetis","Rhyacophila",31.50315032,3.974439309,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Callibaetis",13.50135014,5.337910712,"Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila","family","exact",6,"source","Matthew D Green"
"Cheumatopsyche","Calineuria",13.50135014,8.359033785,"Arthropoda","Insecta","Trichoptera","Hydropsychidae","Cheumatopsyche",4.500450045,82.42323092,"Arthropoda","Insecta","Plecoptera","Perlidae","Calineuria","family","genus",1,"source","Matthew D Green"
"Cheumatopsyche","Rhyacophila",13.50135014,8.359033785,"Arthropoda","Insecta","Trichoptera","Hydropsychidae","Cheumatopsyche",13.50135014,5.337910712,"Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila","family","exact",8,"source","Matthew D Green"
"Chironomidae","Acari",1305.130513,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",,4.500450045,0.1,"Arthropoda","Arachnida",,,,"exact","exact",1,"source","Matthew D Green"
"Chironomidae","Calineuria",1305.130513,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",,4.500450045,82.42323092,"Arthropoda","Insecta","Plecoptera","Perlidae","Calineuria","exact","genus",1,"source","Matthew D Green"
"Chironomidae","Chironomidae",1305.130513,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",,1305.130513,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",,"exact","exact",1,"source","Matthew D Green"
"Chironomidae","Hydropsyche",1305.130513,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",,4.500450045,5.40467727,"Arthropoda","Insecta","Trichoptera","Hydropsychidae","Hydropsyche","exact","exact",13,"source","Matthew D Green"
"Chironomidae","Rhyacophila",1305.130513,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",,13.50135014,5.337910712,"Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila","exact","genus",237,"source","Matthew D Green"
"Chironomidae","Simulium",1305.130513,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",,36.00360036,0.357951466,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium","exact","exact",5,"source","Matthew D Green"
"Chironomidae","Zapada",1305.130513,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",,54.00540054,0.789662984,"Arthropoda","Insecta","Plecoptera","Nemouridae","Zapada","family","exact",3,"source","Matthew D Green"
