"resource","consumer","res.taxonomic_name","res.m","res.network","res.o.net","res.site","res.n","res.phylum","res.class","res.order","res.family","res.genus","res.resolved.to","con.taxonomic_name","con.m","con.network","con.o.net","con.site","con.n","con.phylum","con.class","con.order","con.family","con.genus","con.resolved.to","res.method","con.method","N.records","linkevidence","source.id"
"Acari","Acari","Acari",0.1,"UP.KERN","KERN","10034",296,"Arthropoda","Arachnida",,,,"Class","Acari",0.1,"UP.KERN","KERN","10034",296,"Arthropoda","Arachnida",,,,"Class","exact","exact",16,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Callibaetis","Oligochaeta","Callibaetis",3.974439309,"UP.KERN","KERN","10034",16,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Callibaetis","Genus","Oligochaeta",0.506640431,"UP.KERN","KERN","10034",16,"Annelida","Clitellata",,,,"Subclass","family","exact",3,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Callibaetis","Oreodytes","Callibaetis",3.974439309,"UP.KERN","KERN","10034",16,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Callibaetis","Genus","Oreodytes",2.487221922,"UP.KERN","KERN","10034",36,"Arthropoda","Insecta","Coleoptera","Dytiscidae","Oreodytes","Genus","family","genus",6,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Chironomidae","Acari","Chironomidae",0.95630662,"UP.KERN","KERN","10034",588,"Arthropoda","Insecta","Diptera","Chironomidae",,"Family","Acari",0.1,"UP.KERN","KERN","10034",296,"Arthropoda","Arachnida",,,,"Class","exact","exact",1,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Chironomidae","Chironomidae","Chironomidae",0.95630662,"UP.KERN","KERN","10034",588,"Arthropoda","Insecta","Diptera","Chironomidae",,"Family","Chironomidae",0.95630662,"UP.KERN","KERN","10034",588,"Arthropoda","Insecta","Diptera","Chironomidae",,"Family","exact","exact",1,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Chironomidae","Oligochaeta","Chironomidae",0.95630662,"UP.KERN","KERN","10034",588,"Arthropoda","Insecta","Diptera","Chironomidae",,"Family","Oligochaeta",0.506640431,"UP.KERN","KERN","10034",16,"Annelida","Clitellata",,,,"Subclass","family","exact",21,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Chironomidae","Oreodytes","Chironomidae",0.95630662,"UP.KERN","KERN","10034",588,"Arthropoda","Insecta","Diptera","Chironomidae",,"Family","Oreodytes",2.487221922,"UP.KERN","KERN","10034",36,"Arthropoda","Insecta","Coleoptera","Dytiscidae","Oreodytes","Genus","exact","genus",3,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Oligochaeta","Acari","Oligochaeta",0.506640431,"UP.KERN","KERN","10034",16,"Annelida","Clitellata",,,,"Subclass","Acari",0.1,"UP.KERN","KERN","10034",296,"Arthropoda","Arachnida",,,,"Class","exact","exact",2,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Oligochaeta","Chironomidae","Oligochaeta",0.506640431,"UP.KERN","KERN","10034",16,"Annelida","Clitellata",,,,"Subclass","Chironomidae",0.95630662,"UP.KERN","KERN","10034",588,"Arthropoda","Insecta","Diptera","Chironomidae",,"Family","exact","exact",1,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Oligochaeta","Oligochaeta","Oligochaeta",0.506640431,"UP.KERN","KERN","10034",16,"Annelida","Clitellata",,,,"Subclass","Oligochaeta",0.506640431,"UP.KERN","KERN","10034",16,"Annelida","Clitellata",,,,"Subclass","exact","exact",2,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
